u,i,ts,idx,label
11,49,0,300,0
11,51,0,301,0
11,53,0,302,0
11,56,0,303,0
11,59,0,304,0
11,80,0,305,0
11,89,0,306,0
11,92,0,307,0
11,94,0,308,0
11,98,0,309,0
11,101,0,310,0
11,110,0,311,0
11,111,0,312,0
11,12,0,313,0
11,19,0,314,0
11,22,0,315,0
11,54,0,316,0
11,69,0,317,0
11,77,0,318,0
11,81,0,319,0
11,90,0,320,0
11,103,0,321,0
11,38,0,322,0
11,91,0,323,0
11,1,0,324,0
14,2,0,325,0
14,5,0,326,0
14,13,0,327,0
14,16,0,328,0
14,17,0,329,0
14,21,0,330,0
14,24,0,331,0
14,25,0,332,0
14,26,0,333,0
14,28,0,334,0
14,29,0,335,0
14,32,0,336,0
14,39,0,337,0
14,40,0,338,0
14,42,0,339,0
14,44,0,340,0
14,47,0,341,0
14,49,0,342,0
14,50,0,343,0
14,51,0,344,0
14,55,0,345,0
14,56,0,346,0
14,57,0,347,0
14,60,0,348,0
14,67,0,349,0
14,80,0,350,0
14,89,0,351,0
14,92,0,352,0
14,94,0,353,0
14,98,0,354,0
14,101,0,355,0
14,106,0,356,0
14,116,0,357,0
14,22,0,358,0
14,52,0,359,0
14,54,0,360,0
14,90,0,361,0
14,99,0,362,0
14,103,0,363,0
14,45,0,364,0
14,119,0,365,0
14,1,0,366,0
14,12,0,367,0
15,2,0,368,0
15,3,0,369,0
15,13,0,370,0
15,16,0,371,0
15,17,0,372,0
15,21,0,373,0
15,24,0,374,0
15,27,0,375,0
15,28,0,376,0
15,30,0,377,0
15,33,0,378,0
15,34,0,379,0
15,36,0,380,0
15,40,0,381,0
15,42,0,382,0
15,43,0,383,0
15,44,0,384,0
15,46,0,385,0
15,47,0,386,0
15,48,0,387,0
15,49,0,388,0
15,50,0,389,0
15,51,0,390,0
15,53,0,391,0
15,60,0,392,0
15,65,0,393,0
15,66,0,394,0
15,67,0,395,0
15,72,0,396,0
15,79,0,397,0
15,86,0,398,0
15,95,0,399,0
15,98,0,400,0
15,101,0,401,0
15,102,0,402,0
15,114,0,403,0
15,19,0,404,0
15,52,0,405,0
15,77,0,406,0
15,99,0,407,0
15,91,0,408,0
15,118,0,409,0
15,58,0,410,0
15,1,0,411,0
15,12,0,412,0
16,2,0,413,0
16,20,0,414,0
16,24,0,415,0
16,26,0,416,0
16,27,0,417,0
16,28,0,418,0
16,29,0,419,0
16,31,0,420,0
16,34,0,421,0
16,37,0,422,0
16,39,0,423,0
16,40,0,424,0
16,41,0,425,0
16,42,0,426,0
16,48,0,427,0
16,50,0,428,0
16,51,0,429,0
16,55,0,430,0
16,57,0,431,0
16,71,0,432,0
16,85,0,433,0
16,89,0,434,0
16,101,0,435,0
16,106,0,436,0
16,108,0,437,0
16,19,0,438,0
16,22,0,439,0
16,23,0,440,0
16,54,0,441,0
16,81,0,442,0
16,58,0,443,0
16,12,0,444,0
18,2,0,445,0
18,5,0,446,0
18,17,0,447,0
18,20,0,448,0
18,21,0,449,0
18,26,0,450,0
18,27,0,451,0
18,28,0,452,0
18,29,0,453,0
18,30,0,454,0
18,31,0,455,0
18,33,0,456,0
18,35,0,457,0
18,40,0,458,0
18,41,0,459,0
18,44,0,460,0
18,51,0,461,0
18,53,0,462,0
18,60,0,463,0
18,65,0,464,0
18,72,0,465,0
18,93,0,466,0
18,95,0,467,0
18,97,0,468,0
18,108,0,469,0
18,116,0,470,0
18,52,0,471,0
18,54,0,472,0
18,68,0,473,0
18,81,0,474,0
18,90,0,475,0
18,117,0,476,0
18,38,0,477,0
18,45,0,478,0
18,118,0,479,0
18,1,0,480,0
20,17,0,481,0
20,24,0,482,0
20,26,0,483,0
20,28,0,484,0
20,30,0,485,0
20,31,0,486,0
20,34,0,487,0
20,35,0,488,0
20,36,0,489,0
20,37,0,490,0
20,39,0,491,0
20,40,0,492,0
20,41,0,493,0
20,43,0,494,0
20,50,0,495,0
20,53,0,496,0
20,55,0,497,0
20,83,0,498,0
20,86,0,499,0
20,97,0,500,0
20,108,0,501,0
20,111,0,502,0
20,23,0,503,0
20,52,0,504,0
20,54,0,505,0
20,99,0,506,0
20,103,0,507,0
20,38,0,508,0
20,58,0,509,0
20,12,0,510,0
20,19,0,511,0
21,3,0,512,0
21,5,0,513,0
21,17,0,514,0
21,24,0,515,0
21,25,0,516,0
21,27,0,517,0
21,28,0,518,0
21,30,0,519,0
21,31,0,520,0
21,33,0,521,0
21,34,0,522,0
21,35,0,523,0
21,40,0,524,0
21,42,0,525,0
21,43,0,526,0
21,47,0,527,0
21,49,0,528,0
21,51,0,529,0
21,55,0,530,0
21,56,0,531,0
21,59,0,532,0
21,60,0,533,0
21,66,0,534,0
21,85,0,535,0
21,86,0,536,0
21,88,0,537,0
21,93,0,538,0
21,95,0,539,0
21,100,0,540,0
21,104,0,541,0
21,114,0,542,0
21,115,0,543,0
21,116,0,544,0
21,22,0,545,0
21,23,0,546,0
21,52,0,547,0
21,68,0,548,0
21,77,0,549,0
21,82,0,550,0
21,45,0,551,0
21,58,0,552,0
21,12,0,553,0
21,19,0,554,0
24,2,0,555,0
24,3,0,556,0
24,13,0,557,0
24,17,0,558,0
24,25,0,559,0
24,27,0,560,0
24,28,0,561,0
24,29,0,562,0
24,32,0,563,0
24,33,0,564,0
24,35,0,565,0
24,36,0,566,0
24,37,0,567,0
24,39,0,568,0
24,41,0,569,0
24,46,0,570,0
24,47,0,571,0
24,48,0,572,0
24,50,0,573,0
24,55,0,574,0
24,59,0,575,0
24,65,0,576,0
24,70,0,577,0
24,72,0,578,0
24,75,0,579,0
24,79,0,580,0
24,80,0,581,0
24,85,0,582,0
24,105,0,583,0
24,106,0,584,0
24,111,0,585,0
24,115,0,586,0
24,54,0,587,0
24,68,0,588,0
24,103,0,589,0
24,38,0,590,0
24,119,0,591,0
24,58,0,592,0
24,1,0,593,0
24,12,0,594,0
24,19,0,595,0
24,23,0,596,0
25,2,0,597,0
25,3,0,598,0
25,13,0,599,0
25,28,0,600,0
25,30,0,601,0
25,31,0,602,0
25,35,0,603,0
25,36,0,604,0
25,37,0,605,0
25,39,0,606,0
25,40,0,607,0
25,42,0,608,0
25,44,0,609,0
25,48,0,610,0
25,49,0,611,0
25,50,0,612,0
25,51,0,613,0
25,53,0,614,0
25,55,0,615,0
25,56,0,616,0
25,59,0,617,0
25,60,0,618,0
25,65,0,619,0
25,67,0,620,0
25,79,0,621,0
25,84,0,622,0
25,89,0,623,0
25,93,0,624,0
25,104,0,625,0
25,112,0,626,0
25,113,0,627,0
25,52,0,628,0
25,54,0,629,0
25,38,0,630,0
25,91,0,631,0
25,118,0,632,0
25,1,0,633,0
25,12,0,634,0
25,19,0,635,0
25,23,0,636,0
26,2,0,637,0
26,3,0,638,0
26,27,0,639,0
26,28,0,640,0
26,30,0,641,0
26,31,0,642,0
26,32,0,643,0
26,34,0,644,0
26,36,0,645,0
26,37,0,646,0
26,40,0,647,0
26,41,0,648,0
26,43,0,649,0
26,46,0,650,0
26,47,0,651,0
26,48,0,652,0
26,50,0,653,0
26,55,0,654,0
26,57,0,655,0
26,60,0,656,0
26,67,0,657,0
26,85,0,658,0
26,108,0,659,0
26,68,0,660,0
26,69,0,661,0
26,38,0,662,0
26,58,0,663,0
26,19,0,664,0
27,3,0,665,0
27,28,0,666,0
27,29,0,667,0
27,31,0,668,0
27,32,0,669,0
27,33,0,670,0
27,35,0,671,0
27,37,0,672,0
27,39,0,673,0
27,40,0,674,0
27,42,0,675,0
27,43,0,676,0
27,44,0,677,0
27,46,0,678,0
27,47,0,679,0
27,50,0,680,0
27,51,0,681,0
27,53,0,682,0
27,55,0,683,0
27,57,0,684,0
27,61,0,685,0
27,65,0,686,0
27,70,0,687,0
27,84,0,688,0
27,86,0,689,0
27,104,0,690,0
27,114,0,691,0
27,52,0,692,0
27,69,0,693,0
27,103,0,694,0
27,38,0,695,0
27,119,0,696,0
27,58,0,697,0
27,107,0,698,0
27,19,0,699,0
27,22,0,700,0
30,2,0,701,0
30,5,0,702,0
30,13,0,703,0
30,17,0,704,0
30,28,0,705,0
30,29,0,706,0
30,31,0,707,0
30,32,0,708,0
30,37,0,709,0
30,39,0,710,0
30,41,0,711,0
30,43,0,712,0
30,46,0,713,0
30,47,0,714,0
30,48,0,715,0
30,49,0,716,0
30,56,0,717,0
30,59,0,718,0
30,62,0,719,0
30,64,0,720,0
30,65,0,721,0
30,88,0,722,0
30,95,0,723,0
30,100,0,724,0
30,104,0,725,0
30,105,0,726,0
30,52,0,727,0
30,74,0,728,0
30,81,0,729,0
30,38,0,730,0
30,45,0,731,0
30,91,0,732,0
30,12,0,733,0
30,19,0,734,0
31,2,0,735,0
31,3,0,736,0
31,5,0,737,0
31,17,0,738,0
31,29,0,739,0
31,33,0,740,0
31,34,0,741,0
31,36,0,742,0
31,37,0,743,0
31,41,0,744,0
31,42,0,745,0
31,43,0,746,0
31,44,0,747,0
31,46,0,748,0
31,48,0,749,0
31,49,0,750,0
31,51,0,751,0
31,53,0,752,0
31,56,0,753,0
31,57,0,754,0
31,59,0,755,0
31,60,0,756,0
31,63,0,757,0
31,64,0,758,0
31,72,0,759,0
31,92,0,760,0
31,97,0,761,0
31,113,0,762,0
31,114,0,763,0
31,52,0,764,0
31,54,0,765,0
31,69,0,766,0
31,109,0,767,0
31,117,0,768,0
31,38,0,769,0
31,45,0,770,0
31,96,0,771,0
31,1,0,772,0
31,22,0,773,0
31,23,0,774,0
34,3,0,775,0
34,17,0,776,0
34,28,0,777,0
34,29,0,778,0
34,37,0,779,0
34,39,0,780,0
34,41,0,781,0
34,42,0,782,0
34,43,0,783,0
34,44,0,784,0
34,48,0,785,0
34,49,0,786,0
34,51,0,787,0
34,57,0,788,0
34,65,0,789,0
34,104,0,790,0
34,106,0,791,0
34,111,0,792,0
34,54,0,793,0
34,117,0,794,0
34,58,0,795,0
34,1,0,796,0
34,19,0,797,0
34,22,0,798,0
35,2,0,799,0
35,17,0,800,0
35,29,0,801,0
35,33,0,802,0
35,37,0,803,0
35,39,0,804,0
35,40,0,805,0
35,43,0,806,0
35,49,0,807,0
35,53,0,808,0
35,62,0,809,0
35,65,0,810,0
35,75,0,811,0
35,76,0,812,0
35,87,0,813,0
35,95,0,814,0
35,98,0,815,0
35,111,0,816,0
35,52,0,817,0
35,68,0,818,0
35,78,0,819,0
35,82,0,820,0
35,99,0,821,0
35,38,0,822,0
35,45,0,823,0
35,118,0,824,0
35,58,0,825,0
35,22,0,826,0
36,2,0,827,0
36,3,0,828,0
36,17,0,829,0
36,28,0,830,0
36,29,0,831,0
36,32,0,832,0
36,33,0,833,0
36,39,0,834,0
36,41,0,835,0
36,42,0,836,0
36,44,0,837,0
36,46,0,838,0
36,47,0,839,0
36,53,0,840,0
36,55,0,841,0
36,56,0,842,0
36,57,0,843,0
36,59,0,844,0
36,61,0,845,0
36,62,0,846,0
36,72,0,847,0
36,73,0,848,0
36,97,0,849,0
36,100,0,850,0
36,106,0,851,0
36,54,0,852,0
36,77,0,853,0
36,78,0,854,0
36,38,0,855,0
36,58,0,856,0
36,22,0,857,0
36,23,0,858,0
37,2,0,859,0
37,3,0,860,0
37,5,0,861,0
37,28,0,862,0
37,32,0,863,0
37,40,0,864,0
37,41,0,865,0
37,42,0,866,0
37,43,0,867,0
37,46,0,868,0
37,47,0,869,0
37,49,0,870,0
37,50,0,871,0
37,53,0,872,0
37,55,0,873,0
37,56,0,874,0
37,60,0,875,0
37,61,0,876,0
37,62,0,877,0
37,64,0,878,0
37,66,0,879,0
37,92,0,880,0
37,94,0,881,0
37,95,0,882,0
37,101,0,883,0
37,106,0,884,0
37,111,0,885,0
37,114,0,886,0
37,52,0,887,0
37,54,0,888,0
37,77,0,889,0
37,91,0,890,0
37,119,0,891,0
37,58,0,892,0
37,12,0,893,0
37,19,0,894,0
37,22,0,895,0
37,23,0,896,0
40,5,0,897,0
40,29,0,898,0
40,32,0,899,0
40,33,0,900,0
40,39,0,901,0
40,43,0,902,0
40,48,0,903,0
40,50,0,904,0
40,53,0,905,0
40,60,0,906,0
40,67,0,907,0
40,71,0,908,0
40,76,0,909,0
40,79,0,910,0
40,80,0,911,0
40,85,0,912,0
40,94,0,913,0
40,97,0,914,0
40,100,0,915,0
40,101,0,916,0
40,113,0,917,0
40,52,0,918,0
40,54,0,919,0
40,69,0,920,0
40,45,0,921,0
40,118,0,922,0
40,58,0,923,0
40,22,0,924,0
42,2,0,925,0
42,5,0,926,0
42,13,0,927,0
42,41,0,928,0
42,43,0,929,0
42,44,0,930,0
42,46,0,931,0
42,47,0,932,0
42,48,0,933,0
42,49,0,934,0
42,55,0,935,0
42,56,0,936,0
42,57,0,937,0
42,60,0,938,0
42,73,0,939,0
42,75,0,940,0
42,97,0,941,0
42,108,0,942,0
42,111,0,943,0
42,115,0,944,0
42,116,0,945,0
42,52,0,946,0
42,54,0,947,0
42,117,0,948,0
42,45,0,949,0
42,91,0,950,0
42,58,0,951,0
42,23,0,952,0
43,3,0,953,0
43,5,0,954,0
43,13,0,955,0
43,17,0,956,0
43,39,0,957,0
43,44,0,958,0
43,46,0,959,0
43,47,0,960,0
43,49,0,961,0
43,50,0,962,0
43,51,0,963,0
43,53,0,964,0
43,56,0,965,0
43,60,0,966,0
43,61,0,967,0
43,83,0,968,0
43,88,0,969,0
43,89,0,970,0
43,112,0,971,0
43,52,0,972,0
43,90,0,973,0
43,117,0,974,0
43,91,0,975,0
43,58,0,976,0
43,1,0,977,0
43,19,0,978,0
43,22,0,979,0
43,38,0,980,0
47,2,0,981,0
47,3,0,982,0
47,17,0,983,0
47,32,0,984,0
47,39,0,985,0
47,41,0,986,0
47,48,0,987,0
47,50,0,988,0
47,51,0,989,0
47,53,0,990,0
47,60,0,991,0
47,72,0,992,0
47,84,0,993,0
47,89,0,994,0
47,93,0,995,0
47,54,0,996,0
47,68,0,997,0
47,69,0,998,0
47,109,0,999,0
47,22,0,1000,0
47,23,0,1001,0
47,45,0,1002,0
48,3,0,1003,0
48,17,0,1004,0
48,28,0,1005,0
48,32,0,1006,0
48,33,0,1007,0
48,46,0,1008,0
48,49,0,1009,0
48,55,0,1010,0
48,56,0,1011,0
48,57,0,1012,0
48,59,0,1013,0
48,65,0,1014,0
48,84,0,1015,0
48,95,0,1016,0
48,98,0,1017,0
48,111,0,1018,0
48,115,0,1019,0
48,116,0,1020,0
48,81,0,1021,0
48,91,0,1022,0
48,119,0,1023,0
48,58,0,1024,0
48,1,0,1025,0
48,12,0,1026,0
48,22,0,1027,0
50,13,0,1028,0
50,17,0,1029,0
50,32,0,1030,0
50,33,0,1031,0
50,41,0,1032,0
50,49,0,1033,0
50,51,0,1034,0
50,53,0,1035,0
50,57,0,1036,0
50,59,0,1037,0
50,67,0,1038,0
50,75,0,1039,0
50,87,0,1040,0
50,93,0,1041,0
50,101,0,1042,0
50,104,0,1043,0
50,113,0,1044,0
50,116,0,1045,0
50,52,0,1046,0
50,78,0,1047,0
50,58,0,1048,0
50,12,0,1049,0
50,19,0,1050,0
50,22,0,1051,0
50,23,0,1052,0
50,38,0,1053,0
50,45,0,1054,0
51,13,0,1055,0
51,17,0,1056,0
51,32,0,1057,0
51,39,0,1058,0
51,41,0,1059,0
51,46,0,1060,0
51,49,0,1061,0
51,55,0,1062,0
51,57,0,1063,0
51,59,0,1064,0
51,65,0,1065,0
51,84,0,1066,0
51,88,0,1067,0
51,89,0,1068,0
51,98,0,1069,0
51,112,0,1070,0
51,116,0,1071,0
51,52,0,1072,0
51,54,0,1073,0
51,77,0,1074,0
51,99,0,1075,0
51,22,0,1076,0
51,23,0,1077,0
51,38,0,1078,0
51,45,0,1079,0
55,2,0,1080,0
55,5,0,1081,0
55,13,0,1082,0
55,17,0,1083,0
55,28,0,1084,0
55,33,0,1085,0
55,41,0,1086,0
55,46,0,1087,0
55,49,0,1088,0
55,60,0,1089,0
55,63,0,1090,0
55,72,0,1091,0
55,84,0,1092,0
55,87,0,1093,0
55,88,0,1094,0
55,92,0,1095,0
55,97,0,1096,0
55,101,0,1097,0
55,114,0,1098,0
55,119,0,1099,0
55,96,0,1100,0
55,1,0,1101,0
55,12,0,1102,0
55,19,0,1103,0
55,54,0,1104,0
55,38,0,1105,0
55,45,0,1106,0
57,2,0,1107,0
57,3,0,1108,0
57,5,0,1109,0
57,13,0,1110,0
57,17,0,1111,0
57,28,0,1112,0
57,32,0,1113,0
57,33,0,1114,0
57,53,0,1115,0
57,56,0,1116,0
57,60,0,1117,0
57,75,0,1118,0
57,92,0,1119,0
57,68,0,1120,0
57,90,0,1121,0
57,58,0,1122,0
57,12,0,1123,0
57,19,0,1124,0
57,22,0,1125,0
59,2,0,1126,0
59,3,0,1127,0
59,13,0,1128,0
59,32,0,1129,0
59,33,0,1130,0
59,49,0,1131,0
59,60,0,1132,0
59,72,0,1133,0
59,73,0,1134,0
59,76,0,1135,0
59,87,0,1136,0
59,93,0,1137,0
59,101,0,1138,0
59,104,0,1139,0
59,115,0,1140,0
59,68,0,1141,0
59,78,0,1142,0
59,82,0,1143,0
59,103,0,1144,0
59,107,0,1145,0
59,12,0,1146,0
59,19,0,1147,0
59,22,0,1148,0
59,23,0,1149,0
59,38,0,1150,0
60,13,0,1151,0
60,17,0,1152,0
60,28,0,1153,0
60,33,0,1154,0
60,41,0,1155,0
60,53,0,1156,0
60,56,0,1157,0
60,73,0,1158,0
60,101,0,1159,0
60,103,0,1160,0
60,118,0,1161,0
60,1,0,1162,0
60,19,0,1163,0
60,23,0,1164,0
60,54,0,1165,0
60,45,0,1166,0
60,58,0,1167,0
93,2,0,1168,0
93,3,0,1169,0
93,33,0,1170,0
93,46,0,1171,0
93,63,0,1172,0
93,64,0,1173,0
93,65,0,1174,0
93,66,0,1175,0
93,70,0,1176,0
93,72,0,1177,0
93,76,0,1178,0
93,79,0,1179,0
93,84,0,1180,0
93,85,0,1181,0
93,86,0,1182,0
93,87,0,1183,0
93,92,0,1184,0
93,98,0,1185,0
93,101,0,1186,0
93,102,0,1187,0
93,104,0,1188,0
93,106,0,1189,0
93,111,0,1190,0
93,114,0,1191,0
93,115,0,1192,0
93,116,0,1193,0
93,103,0,1194,0
93,109,0,1195,0
93,96,0,1196,0
93,1,0,1197,0
93,19,0,1198,0
93,22,0,1199,0
93,68,0,1200,0
93,74,0,1201,0
93,82,0,1202,0
93,45,0,1203,0
93,91,0,1204,0
101,2,0,1205,0
101,5,0,1206,0
101,62,0,1207,0
101,63,0,1208,0
101,64,0,1209,0
101,66,0,1210,0
101,67,0,1211,0
101,70,0,1212,0
101,72,0,1213,0
101,73,0,1214,0
101,75,0,1215,0
101,76,0,1216,0
101,79,0,1217,0
101,80,0,1218,0
101,84,0,1219,0
101,87,0,1220,0
101,94,0,1221,0
101,98,0,1222,0
101,102,0,1223,0
101,106,0,1224,0
101,108,0,1225,0
101,110,0,1226,0
101,112,0,1227,0
101,115,0,1228,0
101,116,0,1229,0
101,103,0,1230,0
101,109,0,1231,0
101,118,0,1232,0
101,23,0,1233,0
101,74,0,1234,0
101,82,0,1235,0
101,99,0,1236,0
101,38,0,1237,0
101,96,0,1238,0
102,5,0,1239,0
102,29,0,1240,0
102,53,0,1241,0
102,61,0,1242,0
102,62,0,1243,0
102,65,0,1244,0
102,67,0,1245,0
102,71,0,1246,0
102,75,0,1247,0
102,76,0,1248,0
102,79,0,1249,0
102,80,0,1250,0
102,83,0,1251,0
102,85,0,1252,0
102,86,0,1253,0
102,87,0,1254,0
102,88,0,1255,0
102,95,0,1256,0
102,98,0,1257,0
102,104,0,1258,0
102,105,0,1259,0
102,106,0,1260,0
102,110,0,1261,0
102,114,0,1262,0
102,116,0,1263,0
102,109,0,1264,0
102,117,0,1265,0
102,119,0,1266,0
102,68,0,1267,0
102,69,0,1268,0
102,81,0,1269,0
102,90,0,1270,0
102,91,0,1271,0
102,58,0,1272,0
102,96,0,1273,0
104,2,0,1274,0
104,5,0,1275,0
104,13,0,1276,0
104,39,0,1277,0
104,61,0,1278,0
104,63,0,1279,0
104,67,0,1280,0
104,70,0,1281,0
104,72,0,1282,0
104,75,0,1283,0
104,79,0,1284,0
104,83,0,1285,0
104,84,0,1286,0
104,88,0,1287,0
104,89,0,1288,0
104,92,0,1289,0
104,94,0,1290,0
104,97,0,1291,0
104,106,0,1292,0
104,115,0,1293,0
104,117,0,1294,0
104,118,0,1295,0
104,1,0,1296,0
104,22,0,1297,0
104,68,0,1298,0
104,69,0,1299,0
104,74,0,1300,0
104,77,0,1301,0
104,78,0,1302,0
104,81,0,1303,0
104,82,0,1304,0
104,90,0,1305,0
104,99,0,1306,0
104,103,0,1307,0
110,13,0,1308,0
110,53,0,1309,0
110,56,0,1310,0
110,61,0,1311,0
110,62,0,1312,0
110,63,0,1313,0
110,64,0,1314,0
110,65,0,1315,0
110,66,0,1316,0
110,67,0,1317,0
110,70,0,1318,0
110,71,0,1319,0
110,73,0,1320,0
110,76,0,1321,0
110,87,0,1322,0
110,88,0,1323,0
110,92,0,1324,0
110,95,0,1325,0
110,97,0,1326,0
110,105,0,1327,0
110,108,0,1328,0
110,111,0,1329,0
110,112,0,1330,0
110,115,0,1331,0
110,22,0,1332,0
110,69,0,1333,0
110,78,0,1334,0
110,82,0,1335,0
110,90,0,1336,0
110,99,0,1337,0
110,103,0,1338,0
110,91,0,1339,0
110,107,0,1340,0
110,96,0,1341,0
111,3,0,1342,0
111,29,0,1343,0
111,39,0,1344,0
111,49,0,1345,0
111,61,0,1346,0
111,62,0,1347,0
111,63,0,1348,0
111,64,0,1349,0
111,65,0,1350,0
111,66,0,1351,0
111,70,0,1352,0
111,71,0,1353,0
111,79,0,1354,0
111,83,0,1355,0
111,86,0,1356,0
111,92,0,1357,0
111,97,0,1358,0
111,98,0,1359,0
111,100,0,1360,0
